referencia,descripcion,op,cantidad,detalles
U23266,BUSO HOMBRE CON CAPUCHA    MANGA LARGA CON PUÑOS    Y BOLSIL,5698,274,"[[""026"",""BLANCO"",""U23266"",""S"",12,9990001191153],[""026"",""BLANCO"",""U23266"",""M"",30,9990001191160],[""026"",""BLANCO"",""U23266"",""L"",24,9990001191177],[""026"",""BLANCO"",""U23266"",""XL"",24,9990001191184],[""038"",""CAMEL"",""U23266"",""S"",13,9990001191191],[""038"",""CAMEL"",""U23266"",""M"",29,9990001191207],[""038"",""CAMEL"",""U23266"",""L"",26,9990001191214],[""038"",""CAMEL"",""U23266"",""XL"",26,9990001191221],[""072"",""KAKY"",""U23266"",""S"",12,9990001341961],[""072"",""KAKY"",""U23266"",""M"",30,9990001341978],[""072"",""KAKY"",""U23266"",""L"",24,9990001341985],[""072"",""KAKY"",""U23266"",""XL"",24,9990001341992]]"
U23266,BUSO HOMBRE CON CAPUCHA    MANGA LARGA CON PUÑOS    Y BOLSIL,5699,268,"[[""008"",""ARENA"",""U23266"",""S"",12,9990001343194],[""008"",""ARENA"",""U23266"",""M"",29,9990001343200],[""008"",""ARENA"",""U23266"",""L"",24,9990001343217],[""008"",""ARENA"",""U23266"",""XL"",24,9990001343224],[""084"",""MORADO CLARO"",""U23266"",""S"",12,9990001343231],[""084"",""MORADO CLARO"",""U23266"",""M"",31,9990001343248],[""084"",""MORADO CLARO"",""U23266"",""L"",24,9990001343255],[""084"",""MORADO CLARO"",""U23266"",""XL"",24,9990001343262],[""090"",""NEGRO"",""U23266"",""S"",12,9990001191115],[""090"",""NEGRO"",""U23266"",""M"",28,9990001191122],[""090"",""NEGRO"",""U23266"",""L"",24,9990001191139],[""090"",""NEGRO"",""U23266"",""XL"",24,9990001191146]]"
U23266,BUSO HOMBRE CON CAPUCHA    MANGA LARGA CON PUÑOS    Y BOLSIL,5700,269,"[[""013"",""AZUL CLARO"",""U23266"",""S"",12,9990001191030],[""013"",""AZUL CLARO"",""U23266"",""M"",26,9990001191047],[""013"",""AZUL CLARO"",""U23266"",""L"",24,9990001191054],[""013"",""AZUL CLARO"",""U23266"",""XL"",24,9990001191061],[""026"",""BLANCO"",""U23266"",""S"",12,9990001191153],[""026"",""BLANCO"",""U23266"",""M"",28,9990001191160],[""026"",""BLANCO"",""U23266"",""L"",24,9990001191177],[""026"",""BLANCO"",""U23266"",""XL"",24,9990001191184],[""060"",""GRIS JASPE"",""U23266"",""S"",13,9990001344481],[""060"",""GRIS JASPE"",""U23266"",""M"",30,9990001344498],[""060"",""GRIS JASPE"",""U23266"",""L"",26,9990001344504],[""060"",""GRIS JASPE"",""U23266"",""XL"",26,9990001344511]]"
U23266,BUSO HOMBRE CON CAPUCHA    MANGA LARGA CON PUÑOS    Y BOLSIL,5701,273,"[[""061"",""GRIS JASPE CLAR"",""U23266"",""S"",12,9990001191078],[""061"",""GRIS JASPE CLAR"",""U23266"",""M"",28,9990001191085],[""061"",""GRIS JASPE CLAR"",""U23266"",""L"",24,9990001191092],[""061"",""GRIS JASPE CLAR"",""U23266"",""XL"",24,9990001191108],[""090"",""NEGRO"",""U23266"",""S"",12,9990001191115],[""090"",""NEGRO"",""U23266"",""M"",29,9990001191122],[""090"",""NEGRO"",""U23266"",""L"",24,9990001191139],[""090"",""NEGRO"",""U23266"",""XL"",24,9990001191146],[""153"",""VERDE OLIVA"",""U23266"",""S"",13,9990001344313],[""153"",""VERDE OLIVA"",""U23266"",""M"",31,9990001344320],[""153"",""VERDE OLIVA"",""U23266"",""L"",26,9990001344337],[""153"",""VERDE OLIVA"",""U23266"",""XL"",26,9990001344344]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5702,320,"[[""090"",""NEGRO"",""GB0070"",""S"",11,9990001337933],[""090"",""NEGRO"",""GB0070"",""M"",33,9990001337940],[""090"",""NEGRO"",""GB0070"",""L"",33,9990001337957],[""090"",""NEGRO"",""GB0070"",""XL"",33,9990001337964],[""115"",""ROJO"",""GB0070"",""S"",10,9990001339029],[""115"",""ROJO"",""GB0070"",""M"",30,9990001339036],[""115"",""ROJO"",""GB0070"",""L"",30,9990001339043],[""115"",""ROJO"",""GB0070"",""XL"",30,9990001339050],[""157"",""VINO TINTO"",""GB0070"",""S"",11,9990001339067],[""157"",""VINO TINTO"",""GB0070"",""M"",33,9990001339074],[""157"",""VINO TINTO"",""GB0070"",""L"",33,9990001339081],[""157"",""VINO TINTO"",""GB0070"",""XL"",33,9990001339098]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5703,410,"[[""026"",""BLANCO"",""GB0070"",""S"",10,9990001337810],[""026"",""BLANCO"",""GB0070"",""M"",30,9990001337827],[""026"",""BLANCO"",""GB0070"",""L"",30,9990001337834],[""026"",""BLANCO"",""GB0070"",""XL"",30,9990001337841],[""035"",""CAFÉ"",""GB0070"",""S"",11,9990001337858],[""035"",""CAFÉ"",""GB0070"",""M"",33,9990001337865],[""035"",""CAFÉ"",""GB0070"",""L"",33,9990001337872],[""035"",""CAFÉ"",""GB0070"",""XL"",33,9990001337889],[""072"",""KAKY"",""GB0070"",""S"",10,9990001337896],[""072"",""KAKY"",""GB0070"",""M"",30,9990001337902],[""072"",""KAKY"",""GB0070"",""L"",30,9990001337919],[""072"",""KAKY"",""GB0070"",""XL"",30,9990001337926],[""090"",""NEGRO"",""GB0070"",""S"",10,9990001337933],[""090"",""NEGRO"",""GB0070"",""M"",30,9990001337940],[""090"",""NEGRO"",""GB0070"",""L"",30,9990001337957],[""090"",""NEGRO"",""GB0070"",""XL"",30,9990001337964]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5704,410,"[[""013"",""AZUL CLARO"",""GB0070"",""S"",10,9990001339562],[""013"",""AZUL CLARO"",""GB0070"",""M"",30,9990001339340],[""013"",""AZUL CLARO"",""GB0070"",""L"",30,9990001339357],[""013"",""AZUL CLARO"",""GB0070"",""XL"",30,9990001339364],[""026"",""BLANCO"",""GB0070"",""S"",11,9990001337810],[""026"",""BLANCO"",""GB0070"",""M"",33,9990001337827],[""026"",""BLANCO"",""GB0070"",""L"",33,9990001337834],[""026"",""BLANCO"",""GB0070"",""XL"",33,9990001337841],[""105"",""PALO DE ROSA"",""GB0070"",""S"",11,9990001338947],[""105"",""PALO DE ROSA"",""GB0070"",""M"",33,9990001338954],[""105"",""PALO DE ROSA"",""GB0070"",""L"",33,9990001338961],[""105"",""PALO DE ROSA"",""GB0070"",""XL"",33,9990001338978],[""163"",""AVENA"",""GB0070"",""S"",9,9990001339579],[""163"",""AVENA"",""GB0070"",""M"",27,9990001339371],[""163"",""AVENA"",""GB0070"",""L"",27,9990001339388],[""163"",""AVENA"",""GB0070"",""XL"",27,9990001339395]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5707,310,"[[""103"",""OFF WHITE"",""GB0070"",""S"",10,9990001338909],[""103"",""OFF WHITE"",""GB0070"",""M"",30,9990001338916],[""103"",""OFF WHITE"",""GB0070"",""L"",30,9990001338923],[""103"",""OFF WHITE"",""GB0070"",""XL"",30,9990001338930],[""126"",""ROSADO"",""GB0070"",""S"",11,9990001338985],[""126"",""ROSADO"",""GB0070"",""M"",33,9990001338992],[""126"",""ROSADO"",""GB0070"",""L"",33,9990001339005],[""126"",""ROSADO"",""GB0070"",""XL"",33,9990001339012],[""153"",""VERDE OLIVA"",""GB0070"",""S"",10,9990001339302],[""153"",""VERDE OLIVA"",""GB0070"",""M"",30,9990001339319],[""153"",""VERDE OLIVA"",""GB0070"",""L"",30,9990001339326],[""153"",""VERDE OLIVA"",""GB0070"",""XL"",30,9990001339333]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5708,510,"[[""013"",""AZUL CLARO"",""GB0070"",""M"",32,9990001339340],[""013"",""AZUL CLARO"",""GB0070"",""L"",32,9990001339357],[""013"",""AZUL CLARO"",""GB0070"",""XL"",32,9990001339364],[""026"",""BLANCO"",""GB0070"",""M"",68,9990001337827],[""026"",""BLANCO"",""GB0070"",""L"",68,9990001337834],[""026"",""BLANCO"",""GB0070"",""XL"",68,9990001337841],[""126"",""ROSADO"",""GB0070"",""M"",36,9990001338992],[""126"",""ROSADO"",""GB0070"",""L"",36,9990001339005],[""126"",""ROSADO"",""GB0070"",""XL"",36,9990001339012],[""163"",""AVENA"",""GB0070"",""M"",34,9990001339371],[""163"",""AVENA"",""GB0070"",""L"",34,9990001339388],[""163"",""AVENA"",""GB0070"",""XL"",34,9990001339395]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5709,594,"[[""035"",""CAFÉ"",""GB0070"",""M"",32,9990001337865],[""035"",""CAFÉ"",""GB0070"",""L"",32,9990001337872],[""035"",""CAFÉ"",""GB0070"",""XL"",32,9990001337889],[""090"",""NEGRO"",""GB0070"",""M"",64,9990001337940],[""090"",""NEGRO"",""GB0070"",""L"",64,9990001337957],[""090"",""NEGRO"",""GB0070"",""XL"",64,9990001337964],[""105"",""PALO DE ROSA"",""GB0070"",""M"",36,9990001338954],[""105"",""PALO DE ROSA"",""GB0070"",""L"",36,9990001338961],[""105"",""PALO DE ROSA"",""GB0070"",""XL"",36,9990001338978],[""115"",""ROJO"",""GB0070"",""M"",30,9990001339036],[""115"",""ROJO"",""GB0070"",""L"",30,9990001339043],[""115"",""ROJO"",""GB0070"",""XL"",30,9990001339050],[""157"",""VINO TINTO"",""GB0070"",""M"",36,9990001339074],[""157"",""VINO TINTO"",""GB0070"",""L"",36,9990001339081],[""157"",""VINO TINTO"",""GB0070"",""XL"",36,9990001339098]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5710,357,"[[""013"",""AZUL CLARO"",""GB0070"",""S"",8,9990001339562],[""013"",""AZUL CLARO"",""GB0070"",""M"",31,9990001339340],[""013"",""AZUL CLARO"",""GB0070"",""L"",24,9990001339357],[""013"",""AZUL CLARO"",""GB0070"",""XL"",24,9990001339364],[""090"",""NEGRO"",""GB0070"",""S"",9,9990001337933],[""090"",""NEGRO"",""GB0070"",""M"",27,9990001337940],[""090"",""NEGRO"",""GB0070"",""L"",27,9990001337957],[""090"",""NEGRO"",""GB0070"",""XL"",27,9990001337964],[""153"",""VERDE OLIVA"",""GB0070"",""S"",10,9990001339302],[""153"",""VERDE OLIVA"",""GB0070"",""M"",30,9990001339319],[""153"",""VERDE OLIVA"",""GB0070"",""L"",30,9990001339326],[""153"",""VERDE OLIVA"",""GB0070"",""XL"",30,9990001339333],[""163"",""AVENA"",""GB0070"",""S"",8,9990001339579],[""163"",""AVENA"",""GB0070"",""M"",24,9990001339371],[""163"",""AVENA"",""GB0070"",""L"",24,9990001339388],[""163"",""AVENA"",""GB0070"",""XL"",24,9990001339395]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5711,420,"[[""026"",""BLANCO"",""GB0070"",""S"",11,9990001337810],[""026"",""BLANCO"",""GB0070"",""M"",33,9990001337827],[""026"",""BLANCO"",""GB0070"",""L"",33,9990001337834],[""026"",""BLANCO"",""GB0070"",""XL"",33,9990001337841],[""072"",""KAKY"",""GB0070"",""S"",11,9990001337896],[""072"",""KAKY"",""GB0070"",""M"",33,9990001337902],[""072"",""KAKY"",""GB0070"",""L"",33,9990001337919],[""072"",""KAKY"",""GB0070"",""XL"",33,9990001337926],[""103"",""OFF WHITE"",""GB0070"",""S"",10,9990001338909],[""103"",""OFF WHITE"",""GB0070"",""M"",30,9990001338916],[""103"",""OFF WHITE"",""GB0070"",""L"",30,9990001338923],[""103"",""OFF WHITE"",""GB0070"",""XL"",30,9990001338930],[""153"",""VERDE OLIVA"",""GB0070"",""S"",10,9990001339302],[""153"",""VERDE OLIVA"",""GB0070"",""M"",30,9990001339319],[""153"",""VERDE OLIVA"",""GB0070"",""L"",30,9990001339326],[""153"",""VERDE OLIVA"",""GB0070"",""XL"",30,9990001339333]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5712,440,"[[""035"",""CAFÉ"",""GB0070"",""S"",10,9990001337858],[""035"",""CAFÉ"",""GB0070"",""M"",30,9990001337865],[""035"",""CAFÉ"",""GB0070"",""L"",30,9990001337872],[""035"",""CAFÉ"",""GB0070"",""XL"",30,9990001337889],[""090"",""NEGRO"",""GB0070"",""S"",11,9990001337933],[""090"",""NEGRO"",""GB0070"",""M"",33,9990001337940],[""090"",""NEGRO"",""GB0070"",""L"",33,9990001337957],[""090"",""NEGRO"",""GB0070"",""XL"",33,9990001337964],[""115"",""ROJO"",""GB0070"",""S"",11,9990001339029],[""115"",""ROJO"",""GB0070"",""M"",33,9990001339036],[""115"",""ROJO"",""GB0070"",""L"",33,9990001339043],[""115"",""ROJO"",""GB0070"",""XL"",33,9990001339050],[""157"",""VINO TINTO"",""GB0070"",""S"",12,9990001339067],[""157"",""VINO TINTO"",""GB0070"",""M"",36,9990001339074],[""157"",""VINO TINTO"",""GB0070"",""L"",36,9990001339081],[""157"",""VINO TINTO"",""GB0070"",""XL"",36,9990001339098]]"
GB0070,BUSO DAMA MANGA LARGA CUELLO REDONDO EN TEJIDO DE PUNTO SOLO,5713,430,"[[""072"",""KAKY"",""GB0070"",""S"",11,9990001337896],[""072"",""KAKY"",""GB0070"",""M"",33,9990001337902],[""072"",""KAKY"",""GB0070"",""L"",33,9990001337919],[""072"",""KAKY"",""GB0070"",""XL"",33,9990001337926],[""103"",""OFF WHITE"",""GB0070"",""S"",10,9990001338909],[""103"",""OFF WHITE"",""GB0070"",""M"",30,9990001338916],[""103"",""OFF WHITE"",""GB0070"",""L"",30,9990001338923],[""103"",""OFF WHITE"",""GB0070"",""XL"",30,9990001338930],[""105"",""PALO DE ROSA"",""GB0070"",""S"",11,9990001338947],[""105"",""PALO DE ROSA"",""GB0070"",""M"",33,9990001338954],[""105"",""PALO DE ROSA"",""GB0070"",""L"",33,9990001338961],[""105"",""PALO DE ROSA"",""GB0070"",""XL"",33,9990001338978],[""126"",""ROSADO"",""GB0070"",""S"",11,9990001338985],[""126"",""ROSADO"",""GB0070"",""M"",33,9990001338992],[""126"",""ROSADO"",""GB0070"",""L"",33,9990001339005],[""126"",""ROSADO"",""GB0070"",""XL"",33,9990001339012]]"
U24344,CAMISETA DEPORTIVA PARA HOMBRE MANGA CORTA CUELLO EN V,5714,413,"[[""026"",""BLANCO"",""U24344"",""S"",20,9990001236557],[""026"",""BLANCO"",""U24344"",""M"",40,9990001236564],[""026"",""BLANCO"",""U24344"",""L"",40,9990001236571],[""026"",""BLANCO"",""U24344"",""XL"",40,9990001236588],[""057"",""GRIS CLARO"",""U24344"",""S"",19,9990001342005],[""057"",""GRIS CLARO"",""U24344"",""M"",38,9990001342012],[""057"",""GRIS CLARO"",""U24344"",""L"",38,9990001342029],[""057"",""GRIS CLARO"",""U24344"",""XL"",38,9990001342036],[""090"",""NEGRO"",""U24344"",""S"",20,9990001236595],[""090"",""NEGRO"",""U24344"",""M"",40,9990001236601],[""090"",""NEGRO"",""U24344"",""L"",40,9990001236618],[""090"",""NEGRO"",""U24344"",""XL"",40,9990001236625]]"
IC8018,SALIDA DE BAÑO MANGA CORTA EN CAPAS,5715,244,"[[""026"",""BLANCO"",""IC8018"",""S"",48,9990001344597],[""026"",""BLANCO"",""IC8018"",""M"",48,9990001344603],[""026"",""BLANCO"",""IC8018"",""L"",48,9990001344610],[""026"",""BLANCO"",""IC8018"",""XL"",48,9990001344627],[""090"",""NEGRO"",""IC8018"",""S"",13,9990001215385],[""090"",""NEGRO"",""IC8018"",""M"",13,9990001215392],[""090"",""NEGRO"",""IC8018"",""L"",13,9990001215408],[""090"",""NEGRO"",""IC8018"",""XL"",13,9990001215415]]"
ME1495,ENTERIZO DE TIRAS    ESCOTE CON CORTE EN V BOTA CON ABERTURA,5716,364,"[[""038"",""CAMEL"",""ME1495"",""S"",14,9990001340483],[""038"",""CAMEL"",""ME1495"",""M"",28,9990001340490],[""038"",""CAMEL"",""ME1495"",""L"",28,9990001340506],[""038"",""CAMEL"",""ME1495"",""XL"",28,9990001340513],[""072"",""KAKY"",""ME1495"",""S"",13,9990001241650],[""072"",""KAKY"",""ME1495"",""M"",26,9990001241667],[""072"",""KAKY"",""ME1495"",""L"",26,9990001241674],[""072"",""KAKY"",""ME1495"",""XL"",26,9990001241681],[""090"",""NEGRO"",""ME1495"",""S"",25,9990001092498],[""090"",""NEGRO"",""ME1495"",""M"",50,9990001092504],[""090"",""NEGRO"",""ME1495"",""L"",50,9990001092511],[""090"",""NEGRO"",""ME1495"",""XL"",50,9990001092528]]"
MB7726,BLUSA DAMA PLUS ESCOTE CUADRADO MANGA CORTA,5717,301,"[[""013"",""AZUL CLARO"",""MB7726"",""12"",32,9990001339838],[""013"",""AZUL CLARO"",""MB7726"",""14"",30,9990001339845],[""013"",""AZUL CLARO"",""MB7726"",""16"",30,9990001339852],[""090"",""NEGRO"",""MB7726"",""12"",39,9990001339869],[""090"",""NEGRO"",""MB7726"",""14"",36,9990001339876],[""090"",""NEGRO"",""MB7726"",""16"",36,9990001339883],[""103"",""OFF WHITE"",""MB7726"",""12"",34,9990001339890],[""103"",""OFF WHITE"",""MB7726"",""14"",32,9990001339906],[""103"",""OFF WHITE"",""MB7726"",""16"",32,9990001339913]]"
MB7472,BLUSA DAMA MANGA SISAS CON CUELLO SPORT Y CIERRE EN CARTERA,5719,300,"[[""072"",""KAKY"",""MB7472"",""S"",12,9990001349738],[""072"",""KAKY"",""MB7472"",""M"",24,9990001349745],[""072"",""KAKY"",""MB7472"",""L"",24,9990001349752],[""090"",""NEGRO"",""MB7472"",""S"",26,9990001349769],[""090"",""NEGRO"",""MB7472"",""M"",52,9990001349776],[""090"",""NEGRO"",""MB7472"",""L"",52,9990001349783],[""103"",""OFF WHITE"",""MB7472"",""S"",22,9990001349790],[""103"",""OFF WHITE"",""MB7472"",""M"",44,9990001349806],[""103"",""OFF WHITE"",""MB7472"",""L"",44,9990001349813]]"
805183,BLUSA  MANGA SISA ESCOTE CON PRENSE EN DELANTERO    ALMILLA,5720,378,"[[""024"",""BEIGE"",""805183"",""M"",38,9990001339982],[""024"",""BEIGE"",""805183"",""L"",38,9990001339999],[""024"",""BEIGE"",""805183"",""XL"",19,9990001340001],[""024"",""BEIGE"",""805183"",""2XL"",19,9990001340018],[""044"",""CREMA"",""805183"",""M"",30,9990001242404],[""044"",""CREMA"",""805183"",""L"",30,9990001242411],[""044"",""CREMA"",""805183"",""XL"",15,9990001242428],[""044"",""CREMA"",""805183"",""2XL"",15,9990001242435],[""126"",""ROSADO"",""805183"",""M"",58,9990001340025],[""126"",""ROSADO"",""805183"",""L"",58,9990001340032],[""126"",""ROSADO"",""805183"",""XL"",29,9990001340049],[""126"",""ROSADO"",""805183"",""2XL"",29,9990001340056]]"
805184,BLUSA MANGA 3/4 PRENSE EN ESPALDA Y EN ESCOTE DELANTERO EN T,5721,250,"[[""024"",""BEIGE"",""805184"",""M"",32,9990001340063],[""024"",""BEIGE"",""805184"",""L"",32,9990001340070],[""024"",""BEIGE"",""805184"",""XL"",16,9990001340087],[""044"",""CREMA"",""805184"",""M"",22,9990001340094],[""044"",""CREMA"",""805184"",""L"",22,9990001340100],[""044"",""CREMA"",""805184"",""XL"",11,9990001340117],[""126"",""ROSADO"",""805184"",""M"",46,9990001340124],[""126"",""ROSADO"",""805184"",""L"",46,9990001340131],[""126"",""ROSADO"",""805184"",""XL"",23,9990001340148]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,5722,590,"[[""026"",""BLANCO"",""IC0083"",""S"",25,9990001016821],[""026"",""BLANCO"",""IC0083"",""M"",75,9990001016838],[""026"",""BLANCO"",""IC0083"",""L"",75,9990001016845],[""026"",""BLANCO"",""IC0083"",""XL"",75,9990001016852],[""105"",""PALO DE ROSA"",""IC0083"",""S"",34,9990001016982],[""105"",""PALO DE ROSA"",""IC0083"",""M"",102,9990001016999],[""105"",""PALO DE ROSA"",""IC0083"",""L"",102,9990001017002],[""105"",""PALO DE ROSA"",""IC0083"",""XL"",102,9990001017019]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,5723,660,"[[""052"",""FUCSIA"",""IC0083"",""S"",66,9990001340926],[""052"",""FUCSIA"",""IC0083"",""M"",198,9990001340933],[""052"",""FUCSIA"",""IC0083"",""L"",198,9990001340940],[""052"",""FUCSIA"",""IC0083"",""XL"",198,9990001340957]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,5724,610,"[[""052"",""FUCSIA"",""IC0083"",""S"",44,9990001340926],[""052"",""FUCSIA"",""IC0083"",""M"",132,9990001340933],[""052"",""FUCSIA"",""IC0083"",""L"",132,9990001340940],[""052"",""FUCSIA"",""IC0083"",""XL"",132,9990001340957],[""139"",""VERDE"",""IC0083"",""S"",17,9990001017378],[""139"",""VERDE"",""IC0083"",""M"",51,9990001017385],[""139"",""VERDE"",""IC0083"",""L"",51,9990001017392],[""139"",""VERDE"",""IC0083"",""XL"",51,9990001017408]]"
805356,BLUSA DAMA CLLO REDONDO MGA LARGA CON CHARRETERA Y ARGOLLAS,5725,222,"[[""035"",""CAFÉ"",""805356"",""10"",22,9990001344351],[""035"",""CAFÉ"",""805356"",""12"",22,9990001344368],[""035"",""CAFÉ"",""805356"",""14"",22,9990001344375],[""090"",""NEGRO"",""805356"",""10"",26,9990001344382],[""090"",""NEGRO"",""805356"",""12"",26,9990001344399],[""090"",""NEGRO"",""805356"",""14"",26,9990001344405],[""103"",""OFF WHITE"",""805356"",""10"",26,9990001179137],[""103"",""OFF WHITE"",""805356"",""12"",26,9990001179144],[""103"",""OFF WHITE"",""805356"",""14"",26,9990001179151]]"
805182,BLUSA  MANGA CORTA TULIPAN     ESCOTE CON PRENSE EN DELANTER,5726,280,"[[""013"",""AZUL CLARO"",""805182"",""12"",58,9990001340209],[""013"",""AZUL CLARO"",""805182"",""14"",29,9990001340216],[""013"",""AZUL CLARO"",""805182"",""16"",29,9990001340223],[""013"",""AZUL CLARO"",""805182"",""18"",29,9990001340230],[""105"",""PALO DE ROSA"",""805182"",""12"",54,9990001340247],[""105"",""PALO DE ROSA"",""805182"",""14"",27,9990001340254],[""105"",""PALO DE ROSA"",""805182"",""16"",27,9990001340261],[""105"",""PALO DE ROSA"",""805182"",""18"",27,9990001340278]]"
GB0071,BLUSA OVERSIZE MANGA CORTA CUELLO REDONDO CON ESTAMPADO EN E,5727,570,"[[""026"",""BLANCO"",""GB0071"",""S"",35,9990001342043],[""026"",""BLANCO"",""GB0071"",""M"",70,9990001342050],[""026"",""BLANCO"",""GB0071"",""L"",70,9990001342067],[""026"",""BLANCO"",""GB0071"",""XL"",35,9990001342074],[""090"",""NEGRO"",""GB0071"",""S"",37,9990001342081],[""090"",""NEGRO"",""GB0071"",""M"",74,9990001342098],[""090"",""NEGRO"",""GB0071"",""L"",74,9990001342104],[""090"",""NEGRO"",""GB0071"",""XL"",37,9990001342111],[""103"",""OFF WHITE"",""GB0071"",""S"",23,9990001340841],[""103"",""OFF WHITE"",""GB0071"",""M"",46,9990001340858],[""103"",""OFF WHITE"",""GB0071"",""L"",46,9990001340865],[""103"",""OFF WHITE"",""GB0071"",""XL"",23,9990001340872]]"
GB0071,BLUSA OVERSIZE MANGA CORTA CUELLO REDONDO CON ESTAMPADO EN E,5728,516,"[[""044"",""CREMA"",""GB0071"",""S"",38,9990001340803],[""044"",""CREMA"",""GB0071"",""M"",76,9990001340810],[""044"",""CREMA"",""GB0071"",""L"",76,9990001340827],[""044"",""CREMA"",""GB0071"",""XL"",38,9990001340834],[""103"",""OFF WHITE"",""GB0071"",""S"",12,9990001340841],[""103"",""OFF WHITE"",""GB0071"",""M"",24,9990001340858],[""103"",""OFF WHITE"",""GB0071"",""L"",24,9990001340865],[""103"",""OFF WHITE"",""GB0071"",""XL"",12,9990001340872],[""105"",""PALO DE ROSA"",""GB0071"",""S"",36,9990001340889],[""105"",""PALO DE ROSA"",""GB0071"",""M"",72,9990001340896],[""105"",""PALO DE ROSA"",""GB0071"",""L"",72,9990001340902],[""105"",""PALO DE ROSA"",""GB0071"",""XL"",36,9990001340919]]"
GB0071,BLUSA OVERSIZE MANGA CORTA CUELLO REDONDO CON ESTAMPADO EN E,5730,594,"[[""013"",""AZUL CLARO"",""GB0071"",""S"",38,9990001341091],[""013"",""AZUL CLARO"",""GB0071"",""M"",76,9990001341107],[""013"",""AZUL CLARO"",""GB0071"",""L"",76,9990001341114],[""013"",""AZUL CLARO"",""GB0071"",""XL"",38,9990001341121],[""038"",""CAMEL"",""GB0071"",""S"",25,9990001341138],[""038"",""CAMEL"",""GB0071"",""M"",50,9990001341145],[""038"",""CAMEL"",""GB0071"",""L"",50,9990001341152],[""038"",""CAMEL"",""GB0071"",""XL"",25,9990001341169],[""126"",""ROSADO"",""GB0071"",""S"",36,9990001341176],[""126"",""ROSADO"",""GB0071"",""M"",72,9990001341183],[""126"",""ROSADO"",""GB0071"",""L"",72,9990001341190],[""126"",""ROSADO"",""GB0071"",""XL"",36,9990001341206]]"
GB0071,BLUSA OVERSIZE MANGA CORTA CUELLO REDONDO CON ESTAMPADO EN E,5731,492,"[[""038"",""CAMEL"",""GB0071"",""S"",12,9990001341138],[""038"",""CAMEL"",""GB0071"",""M"",24,9990001341145],[""038"",""CAMEL"",""GB0071"",""L"",24,9990001341152],[""038"",""CAMEL"",""GB0071"",""XL"",12,9990001341169],[""143"",""VERDE CLARO"",""GB0071"",""S"",37,9990001341749],[""143"",""VERDE CLARO"",""GB0071"",""M"",74,9990001341756],[""143"",""VERDE CLARO"",""GB0071"",""L"",74,9990001341763],[""143"",""VERDE CLARO"",""GB0071"",""XL"",37,9990001341770],[""162"",""TAUPE"",""GB0071"",""S"",33,9990001341787],[""162"",""TAUPE"",""GB0071"",""M"",66,9990001341794],[""162"",""TAUPE"",""GB0071"",""L"",66,9990001341800],[""162"",""TAUPE"",""GB0071"",""XL"",33,9990001341817]]"
805194,BLUSA DAMA MANGA CORTA ZURCIDA CON APLIQUE EN DELANTERO,5732,585,"[[""013"",""AZUL CLARO"",""805194"",""S"",15,9990001341275],[""013"",""AZUL CLARO"",""805194"",""M"",45,9990001341282],[""013"",""AZUL CLARO"",""805194"",""L"",45,9990001341299],[""013"",""AZUL CLARO"",""805194"",""XL"",30,9990001341305],[""038"",""CAMEL"",""805194"",""S"",13,9990001341312],[""038"",""CAMEL"",""805194"",""M"",39,9990001341329],[""038"",""CAMEL"",""805194"",""L"",39,9990001341336],[""038"",""CAMEL"",""805194"",""XL"",26,9990001341343],[""126"",""ROSADO"",""805194"",""S"",12,9990001341350],[""126"",""ROSADO"",""805194"",""M"",36,9990001341367],[""126"",""ROSADO"",""805194"",""L"",36,9990001341374],[""126"",""ROSADO"",""805194"",""XL"",24,9990001341381],[""143"",""VERDE CLARO"",""805194"",""S"",12,9990001341398],[""143"",""VERDE CLARO"",""805194"",""M"",36,9990001341404],[""143"",""VERDE CLARO"",""805194"",""L"",36,9990001341411],[""143"",""VERDE CLARO"",""805194"",""XL"",24,9990001341428],[""162"",""TAUPE"",""805194"",""S"",13,9990001341435],[""162"",""TAUPE"",""805194"",""M"",39,9990001341442],[""162"",""TAUPE"",""805194"",""L"",39,9990001341459],[""162"",""TAUPE"",""805194"",""XL"",26,9990001341466]]"
